date,open,high,low,close,volume
2024-01-08,297.132881616693,297.9580578943058,294.0793843947797,295.31201227522286,12959880.924295675
2024-01-09,309.4526719055236,317.0986492890451,303.73013846827337,308.86384074837656,27919071.387318425
2024-01-10,321.4135009603797,323.99904807265835,320.0175247041088,323.8710860631189,9033560.086023577
2024-01-11,339.2081819379648,339.2081819379648,334.651771296981,337.6207698750933,30226364.3905074
2024-01-12,322.3452613877941,331.30017538998015,322.3452613877941,325.20052612889776,32237271.632657204
2024-01-13,302.85349398070844,303.1317933616024,296.5960825318488,302.5721225167114,33174198.650837746
2024-01-14,292.6674211537256,295.9165943769611,288.16254697356356,290.41141740161027,27841078.20430109
2024-01-15,312.5916367949993,312.5916367949993,296.86731240333864,310.06907756764343,29111545.671162497
2024-01-16,298.49659341292204,305.55213378564827,293.2169026700418,300.4199310124254,30010669.171392567
2024-01-17,301.6281041017985,301.6281041017985,296.00046464150194,300.0278241475931,11035366.073999166
2024-01-18,296.28380135519507,301.31399907343723,288.7142543043329,294.3944382165648,30960915.031265542
2024-01-19,296.45595423848573,300.6704704250224,295.96715571921226,296.88925760510455,8544951.687582925
2024-01-20,283.14240463211235,288.13438396911044,282.6175983289286,284.8404594369161,21731886.5650447
2024-01-21,318.6254096195529,326.7078097788217,318.37035337631664,319.5614880245931,31482234.619982082
2024-01-22,294.7710116561,300.1766864884451,287.2116238824264,291.95296016948663,19601002.237815887
2024-01-23,287.64738908744636,290.31606709250116,286.2844473663369,287.93206989319003,14931298.941333348
2024-01-24,301.66158776493046,309.176964292661,296.14008319592705,300.8603060574333,29278402.625145093
2024-01-25,308.0890676125749,315.0285946155173,304.50775629589214,309.20077593585285,37291420.39336757
2024-01-26,304.5623331056929,309.8263991694605,297.2061204714099,306.87133806737006,26069476.34985687
2024-01-27,318.2252190387522,321.13953978750453,310.70114384622036,319.0936679191334,9741862.59122637
2024-01-28,325.83748673993676,330.4414295632084,325.38975692808094,327.78484181073304,26403664.374660917
2024-01-29,327.44691660692354,331.76679863460487,322.51477174361395,325.72632683021504,9873681.153459376
2024-01-30,298.60168454178944,300.35086328169604,290.84835475930186,296.45993597916566,18577019.243010692
2024-01-31,295.78809989053076,304.4972763333319,292.8128076116185,298.08466134668555,14686181.905014295
2024-02-01,306.79194293789254,311.2127676893182,298.95304642442386,304.351497631058,9992601.342123944
2024-02-02,312.5453660844188,315.1215844289106,312.5453660844188,314.4054292491078,13052936.152500024
2024-02-03,297.2169262453397,306.75862714061174,296.54610438102,299.2908024497389,35188506.15364117
2024-02-04,286.6776703477412,291.02270069384946,285.86898940173586,288.79677313396,15962598.021910788
2024-02-05,302.22921662828594,308.18347183901557,302.22921662828594,304.02458357010374,30668820.20390529
2024-02-06,289.01600020500825,293.8437585708618,289.01600020500825,290.75912012232425,15542782.609203799
2024-02-07,316.77359450714675,325.08287458676875,314.1210265060416,319.6901130043411,28071577.88737305
2024-02-08,303.8345570800923,306.5234570599528,297.2078846379701,304.6734226195552,19252890.59656258
2024-02-09,295.4981077885042,299.7893395596061,291.3987195236182,294.48969056495474,15248087.400193373
